11-04-018         ;11275;0;BL/23744 POS DEBITO CAFETERIA                               ;05-DEC-17;49522;HN; ;9046;    ;   ;BOLCAFETER;   ; ;        ; ;;  ;  ;BOLCAFETER;BL ;23744;05-12-2017;05-12-2017;BL ;23744;        ;8614;1025;1637; ; ; ; ; ; ;11275
21-06-001         ;0;2347;BL/23745 POS DEBITO CAFETERIA                               ;05-DEC-17;;; ;;    ;   ;;   ; ;        ; ;;  ;  ;;;;;;;;        ;;;; ; ; ; ; ; ;
40-01-001         ;0;10420;BL/23745 POS DEBITO CAFETERIA                               ;05-DEC-17;49523;1]; ;;    ;   ;;   ; ;        ; ;066;  ;  ;;;;;;;;        ;;;; ; ; ; ; ; ;
40-02-005         ;0;1470;BL/23745 POS DEBITO CAFETERIA                               ;05-DEC-17;49523;1]; ;;    ;   ;;   ; ;        ; ;;  ;  ;;;;;;;;        ;;;; ; ; ; ; ; ;
40-01-001         ;0;1933;BL/23745 POS DEBITO CAFETERIA                               ;05-DEC-17;49523;1]; ;;    ;   ;;   ; ;        ; ;067;  ;  ;;;;;;;;        ;;;; ; ; ; ; ; ;
11-04-018         ;16170;0;BL/23745 POS DEBITO CAFETERIA                               ;05-DEC-17;49523;HN; ;9045;    ;   ;BOLCAFETER;   ; ;        ; ;;  ;  ;BOLCAFETER;BL ;23745;05-12-2017;05-12-2017;BL ;23745;        ;12353;1470;2347; ; ; ; ; ; ;16170
40-01-001         ;0;6925;BL/23746 POS VISA CAFETERIA                                 ;05-DEC-17;49524;1]; ;;    ;   ;;   ; ;        ; ;066;  ;  ;;;;;;;;        ;;;; ; ; ; ; ; ;
40-01-001         ;0;4973;BL/23746 POS VISA CAFETERIA                                 ;05-DEC-17;49524;1]; ;;    ;   ;;   ; ;        ; ;066;  ;  ;;;;;;;;        ;;;; ; ; ; ; ; ;
11-04-017         ;11000;0;BL/23746 POS VISA CAFETERIA                                 ;05-DEC-17;49524;HN; ;141916;    ;   ;BOLCAFETER;   ; ;        ; ;;  ;  ;BOLCAFETER;BL ;23746;05-12-2017;05-12-2017;BL ;23746;        ;25125;3100;4774; ; ; ; ; ; ;33000
40-01-001         ;0;1666;BL/23746 POS VISA CAFETERIA                                 ;05-DEC-17;49524;1]; ;;    ;   ;;   ; ;        ; ;067;  ;  ;;;;;;;;        ;;;; ; ; ; ; ; ;
40-01-001         ;0;2318;BL/23746 POS VISA CAFETERIA                                 ;05-DEC-17;49524;1]; ;;    ;   ;;   ; ;        ; ;067;  ;  ;;;;;;;;        ;;;; ; ; ; ; ; ;
11-11-111         ;0;1;BL/23746 POS VISA CAFETERIA                                 ;05-DEC-17;49524;; ;;    ;   ;;   ; ;        ; ;022;  ;  ;;;;;;;;        ;;;; ; ; ; ; ; ;
11-04-018         ;11000;0;BL/23746 POS VISA CAFETERIA                                 ;05-DEC-17;49524;HN; ;358643;    ;   ;BOLCAFETER;   ; ;        ; ;;  ;  ;BOLCAFETER;BL ;23746;05-12-2017;05-12-2017;BL ;23746;        ;25125;3100;4774; ; ; ; ; ; ;33000
40-02-005         ;0;3100;BL/23746 POS VISA CAFETERIA                                 ;05-DEC-17;49524;1]; ;;    ;   ;;   ; ;        ; ;;  ;  ;;;;;;;;        ;;;; ; ; ; ; ; ;
11-04-018         ;11000;0;BL/23746 POS VISA CAFETERIA                                 ;05-DEC-17;49524;HN; ;469149;    ;   ;BOLCAFETER;   ; ;        ; ;;  ;  ;BOLCAFETER;BL ;23746;05-12-2017;05-12-2017;BL ;23746;        ;25125;3100;4774; ; ; ; ; ; ;33000
40-01-001         ;0;6925;BL/23746 POS VISA CAFETERIA                                 ;05-DEC-17;49524;4; ;;    ;   ;;   ; ;        ; ;066;  ;  ;;;;;;;;        ;;;; ; ; ; ; ; ;
21-06-001         ;0;4774;BL/23746 POS VISA CAFETERIA                                 ;05-DEC-17;;; ;;    ;   ;;   ; ;        ; ;;  ;  ;;;;;;;;        ;;;; ; ; ; ; ; ;
40-01-001         ;0;2318;BL/23746 POS VISA CAFETERIA                                 ;05-DEC-17;49524;4; ;;    ;   ;;   ; ;        ; ;067;  ;  ;;;;;;;;        ;;;; ; ; ; ; ; ;
21-06-001         ;0;2315;BL/23747 POS VISA CAFETERIA                                 ;05-DEC-17;;; ;;    ;   ;;   ; ;        ; ;;  ;  ;;;;;;;;        ;;;; ; ; ; ; ; ;
40-02-005         ;0;1450;BL/23747 POS VISA CAFETERIA                                 ;05-DEC-17;49525;1]; ;;    ;   ;;   ; ;        ; ;;  ;  ;;;;;;;;        ;;;; ; ; ; ; ; ;
40-01-001         ;0;8319;BL/23747 POS VISA CAFETERIA                                 ;05-DEC-17;49525;1]; ;;    ;   ;;   ; ;        ; ;066;  ;  ;;;;;;;;        ;;;; ; ; ; ; ; ;
40-01-001         ;0;3866;BL/23747 POS VISA CAFETERIA                                 ;05-DEC-17;49525;1]; ;;    ;   ;;   ; ;        ; ;067;  ;  ;;;;;;;;        ;;;; ; ; ; ; ; ;
11-04-018         ;15950;0;BL/23747 POS VISA CAFETERIA                                 ;05-DEC-17;49525;HN; ;614381;    ;   ;BOLCAFETER;   ; ;        ; ;;  ;  ;BOLCAFETER;BL ;23747;05-12-2017;05-12-2017;BL ;23747;        ;12185;1450;2315; ; ; ; ; ; ;15950
40-02-005         ;0;565;BL/23748 POS DEBITO CAFETERIA                               ;05-DEC-17;49527;1]; ;;    ;   ;;   ; ;        ; ;;  ;  ;;;;;;;;        ;;;; ; ; ; ; ; ;
21-06-001         ;0;902;BL/23748 POS DEBITO CAFETERIA                               ;05-DEC-17;;; ;;    ;   ;;   ; ;        ; ;;  ;  ;;;;;;;;        ;;;; ; ; ; ; ; ;
11-04-018         ;6215;0;BL/23748 POS DEBITO CAFETERIA                               ;05-DEC-17;49527;HN; ;9052;    ;   ;BOLCAFETER;   ; ;        ; ;;  ;  ;BOLCAFETER;BL ;23748;05-12-2017;05-12-2017;BL ;23748;        ;4748;565;902; ; ; ; ; ; ;6215
40-01-001         ;0;4748;BL/23748 POS DEBITO CAFETERIA                               ;05-DEC-17;49527;1]; ;;    ;   ;;   ; ;        ; ;066;  ;  ;;;;;;;;        ;;;; ; ; ; ; ; ;
40-02-005         ;0;1515;BL/23749 POS DEBITO CAFETERIA                               ;05-DEC-17;49526;1]; ;;    ;   ;;   ; ;        ; ;;  ;  ;;;;;;;;        ;;;; ; ; ; ; ; ;
40-01-001         ;0;4874;BL/23749 POS DEBITO CAFETERIA                               ;05-DEC-17;49526;1]; ;;    ;   ;;   ; ;        ; ;067;  ;  ;;;;;;;;        ;;;; ; ; ; ; ; ;
21-06-001         ;0;2419;BL/23749 POS DEBITO CAFETERIA                               ;05-DEC-17;;; ;;    ;   ;;   ; ;        ; ;;  ;  ;;;;;;;;        ;;;; ; ; ; ; ; ;
11-04-018         ;16665;0;BL/23749 POS DEBITO CAFETERIA                               ;05-DEC-17;49526;HN; ;9051;    ;   ;BOLCAFETER;   ; ;        ; ;;  ;  ;BOLCAFETER;BL ;23749;05-12-2017;05-12-2017;BL ;23749;        ;12731;1515;2419; ; ; ; ; ; ;16665
40-01-001         ;0;7857;BL/23749 POS DEBITO CAFETERIA                               ;05-DEC-17;49526;1]; ;;    ;   ;;   ; ;        ; ;066;  ;  ;;;;;;;;        ;;;; ; ; ; ; ; ;
21-06-001         ;0;1134;BL/23750 POS MASTER CAFETERIA                               ;05-DEC-17;;; ;;    ;   ;;   ; ;        ; ;;  ;  ;;;;;;;;        ;;;; ; ; ; ; ; ;
11-04-017         ;7810;0;BL/23750 POS MASTER CAFETERIA                               ;05-DEC-17;49528;HN; ;609903;    ;   ;BOLCAFETER;   ; ;        ; ;;  ;  ;BOLCAFETER;BL ;23750;05-12-2017;05-12-2017;BL ;23750;        ;5966;710;1134; ; ; ; ; ; ;7810
40-01-001         ;0;3529;BL/23750 POS MASTER CAFETERIA                               ;05-DEC-17;49528;1]; ;;    ;   ;;   ; ;        ; ;066;  ;  ;;;;;;;;        ;;;; ; ; ; ; ; ;
40-02-005         ;0;710;BL/23750 POS MASTER CAFETERIA                               ;05-DEC-17;49528;1]; ;;    ;   ;;   ; ;        ; ;;  ;  ;;;;;;;;        ;;;; ; ; ; ; ; ;
40-01-001         ;0;2437;BL/23750 POS MASTER CAFETERIA                               ;05-DEC-17;49528;1]; ;;    ;   ;;   ; ;        ; ;067;  ;  ;;;;;;;;        ;;;; ; ; ; ; ; ;
11-04-018         ;18700;0;BL/23751 POS DEBITO CAFETERIA                               ;05-DEC-17;49529;HN; ;9054;    ;   ;BOLCAFETER;   ; ;        ; ;;  ;  ;BOLCAFETER;BL ;23751;05-12-2017;05-12-2017;BL ;23751;        ;14286;1700;2714; ; ; ; ; ; ;18700
21-06-001         ;0;2714;BL/23751 POS DEBITO CAFETERIA                               ;05-DEC-17;;; ;;    ;   ;;   ; ;        ; ;;  ;  ;;;;;;;;        ;;;; ; ; ; ; ; ;
40-01-001         ;0;3866;BL/23751 POS DEBITO CAFETERIA                               ;05-DEC-17;49529;1]; ;;    ;   ;;   ; ;        ; ;067;  ;  ;;;;;;;;        ;;;; ; ; ; ; ; ;
40-02-005         ;0;1700;BL/23751 POS DEBITO CAFETERIA                               ;05-DEC-17;49529;1]; ;;    ;   ;;   ; ;        ; ;;  ;  ;;;;;;;;        ;;;; ; ; ; ; ; ;
40-01-001         ;0;10420;BL/23751 POS DEBITO CAFETERIA                               ;05-DEC-17;49529;1]; ;;    ;   ;;   ; ;        ; ;066;  ;  ;;;;;;;;        ;;;; ; ; ; ; ; ;
40-01-001         ;0;8235;BL/23752 POS CASH CAFETERIA                                 ;05-DEC-17;49532;1]; ;;    ;   ;;   ; ;        ; ;066;  ;  ;;;;;;;;        ;;;; ; ; ; ; ; ;
22-22-222         ;1647;0;BL/23752 POS CASH CAFETERIA                                 ;05-DEC-17;49532;1]; ;;    ;   ;;   ; ;        ; ;022;  ;  ;;;;;;;;        ;;;; ; ; ; ; ; ;
21-06-001         ;0;1252;BL/23752 POS CASH CAFETERIA                                 ;05-DEC-17;;; ;;    ;   ;;   ; ;        ; ;;  ;  ;;;;;;;;        ;;;; ; ; ; ; ; ;
11-01-009         ;7840;0;BL/23752 POS CASH CAFETERIA                                 ;05-DEC-17;49532;HN; ;;    ;   ;BOLCAFETER;   ; ;        ; ;;  ;  ;BOLCAFETER;BL ;23752;05-12-2017;05-12-2017;BL ;23752;        ;6588;;1252; ; ; ; ; ; ;7840
21-06-001         ;0;383;BL/23753 POS CASH CAFETERIA                                 ;05-DEC-17;;; ;;    ;   ;;   ; ;        ; ;;  ;  ;;;;;;;;        ;;;; ; ; ; ; ; ;
40-01-001         ;0;2521;BL/23753 POS CASH CAFETERIA                                 ;05-DEC-17;49531;1]; ;;    ;   ;;   ; ;        ; ;066;  ;  ;;;;;;;;        ;;;; ; ; ; ; ; ;
22-22-222         ;504;0;BL/23753 POS CASH CAFETERIA                                 ;05-DEC-17;49531;1]; ;;    ;   ;;   ; ;        ; ;022;  ;  ;;;;;;;;        ;;;; ; ; ; ; ; ;
11-01-009         ;2400;0;BL/23753 POS CASH CAFETERIA                                 ;05-DEC-17;49531;HN; ;;    ;   ;BOLCAFETER;   ; ;        ; ;;  ;  ;BOLCAFETER;BL ;23753;05-12-2017;05-12-2017;BL ;23753;        ;2017;;383; ; ; ; ; ; ;2400
40-02-005         ;0;1760;BL/23754 POS MASTER CAFETERIA                               ;05-DEC-17;49530;1]; ;;    ;   ;;   ; ;        ; ;;  ;  ;;;;;;;;        ;;;; ; ; ; ; ; ;
21-06-001         ;0;2810;BL/23754 POS MASTER CAFETERIA                               ;05-DEC-17;;; ;;    ;   ;;   ; ;        ; ;;  ;  ;;;;;;;;        ;;;; ; ; ; ; ; ;
40-01-001         ;0;10420;BL/23754 POS MASTER CAFETERIA                               ;05-DEC-17;49530;1]; ;;    ;   ;;   ; ;        ; ;066;  ;  ;;;;;;;;        ;;;; ; ; ; ; ; ;
11-04-017         ;19360;0;BL/23754 POS MASTER CAFETERIA                               ;05-DEC-17;49530;HN; ;667102;    ;   ;BOLCAFETER;   ; ;        ; ;;  ;  ;BOLCAFETER;BL ;23754;05-12-2017;05-12-2017;BL ;23754;        ;14790;1760;2810; ; ; ; ; ; ;19360
40-01-001         ;0;4370;BL/23754 POS MASTER CAFETERIA                               ;05-DEC-17;49530;1]; ;;    ;   ;;   ; ;        ; ;067;  ;  ;;;;;;;;        ;;;; ; ; ; ; ; ;
40-01-001         ;0;7983;BL/23755 POS DEBITO CAFETERIA                               ;05-DEC-17;49533;1]; ;;    ;   ;;   ; ;        ; ;066;  ;  ;;;;;;;;        ;;;; ; ; ; ; ; ;
40-02-005         ;0;1930;BL/23755 POS DEBITO CAFETERIA                               ;05-DEC-17;49533;1]; ;;    ;   ;;   ; ;        ; ;;  ;  ;;;;;;;;        ;;;; ; ; ; ; ; ;
11-11-111         ;0;1;BL/23755 POS DEBITO CAFETERIA                               ;05-DEC-17;49533;; ;;    ;   ;;   ; ;        ; ;022;  ;  ;;;;;;;;        ;;;; ; ; ; ; ; ;
40-01-001         ;0;8235;BL/23755 POS DEBITO CAFETERIA                               ;05-DEC-17;49533;1]; ;;    ;   ;;   ; ;        ; ;067;  ;  ;;;;;;;;        ;;;; ; ; ; ; ; ;
11-04-018         ;21230;0;BL/23755 POS DEBITO CAFETERIA                               ;05-DEC-17;49533;HN; ;9056;    ;   ;BOLCAFETER;   ; ;        ; ;;  ;  ;BOLCAFETER;BL ;23755;05-12-2017;05-12-2017;BL ;23755;        ;16218;1930;3081; ; ; ; ; ; ;21230
21-06-001         ;0;3081;BL/23755 POS DEBITO CAFETERIA                               ;05-DEC-17;;; ;;    ;   ;;   ; ;        ; ;;  ;  ;;;;;;;;        ;;;; ; ; ; ; ; ;
40-02-005         ;0;950;BL/23756 POS DEBITO CAFETERIA                               ;05-DEC-17;49536;1]; ;;    ;   ;;   ; ;        ; ;;  ;  ;;;;;;;;        ;;;; ; ; ; ; ; ;
11-04-018         ;10450;0;BL/23756 POS DEBITO CAFETERIA                               ;05-DEC-17;49536;FR; ;9059;    ;   ;BOLCAFETER;   ; ;        ; ;;  ;  ;BOLCAFETER;BL ;23756;05-12-2017;05-12-2017;BL ;23756;        ;7983;950;1517; ; ; ; ; ; ;10450
21-06-001         ;0;1517;BL/23756 POS DEBITO CAFETERIA                               ;05-DEC-17;;; ;;    ;   ;;   ; ;        ; ;;  ;  ;;;;;;;;        ;;;; ; ; ; ; ; ;
40-01-001         ;0;7983;BL/23756 POS DEBITO CAFETERIA                               ;05-DEC-17;49536;1]; ;;    ;   ;;   ; ;        ; ;066;  ;  ;;;;;;;;        ;;;; ; ; ; ; ; ;
40-02-005         ;0;250;BL/23757 POS DEBITO CAFETERIA                               ;05-DEC-17;49535;1]; ;;    ;   ;;   ; ;        ; ;;  ;  ;;;;;;;;        ;;;; ; ; ; ; ; ;
11-04-018         ;2750;0;BL/23757 POS DEBITO CAFETERIA                               ;05-DEC-17;49535;FR; ;9058;    ;   ;BOLCAFETER;   ; ;        ; ;;  ;  ;BOLCAFETER;BL ;23757;05-12-2017;05-12-2017;BL ;23757;        ;2101;250;399; ; ; ; ; ; ;2750
40-01-001         ;0;2101;BL/23757 POS DEBITO CAFETERIA                               ;05-DEC-17;49535;1]; ;;    ;   ;;   ; ;        ; ;066;  ;  ;;;;;;;;        ;;;; ; ; ; ; ; ;
21-06-001         ;0;399;BL/23757 POS DEBITO CAFETERIA                               ;05-DEC-17;;; ;;    ;   ;;   ; ;        ; ;;  ;  ;;;;;;;;        ;;;; ; ; ; ; ; ;
40-01-001         ;0;4370;BL/23758 POS VISA CAFETERIA                                 ;05-DEC-17;49534;1]; ;;    ;   ;;   ; ;        ; ;067;  ;  ;;;;;;;;        ;;;; ; ; ; ; ; ;
21-06-001         ;0;830;BL/23758 POS VISA CAFETERIA                                 ;05-DEC-17;;; ;;    ;   ;;   ; ;        ; ;;  ;  ;;;;;;;;        ;;;; ; ; ; ; ; ;
11-04-018         ;5720;0;BL/23758 POS VISA CAFETERIA                                 ;05-DEC-17;49534;HN; ;546111;    ;   ;BOLCAFETER;   ; ;        ; ;;  ;  ;BOLCAFETER;BL ;23758;05-12-2017;05-12-2017;BL ;23758;        ;4370;520;830; ; ; ; ; ; ;5720
40-02-005         ;0;520;BL/23758 POS VISA CAFETERIA                                 ;05-DEC-17;49534;1]; ;;    ;   ;;   ; ;        ; ;;  ;  ;;;;;;;;        ;;;; ; ; ; ; ; ;
21-06-001         ;0;447;BL/23759 POS DEBITO CAFETERIA                               ;05-DEC-17;;; ;;    ;   ;;   ; ;        ; ;;  ;  ;;;;;;;;        ;;;; ; ; ; ; ; ;
11-04-018         ;2800;0;BL/23759 POS DEBITO CAFETERIA                               ;05-DEC-17;49537;HN; ;9060;    ;   ;BOLCAFETER;   ; ;        ; ;;  ;  ;BOLCAFETER;BL ;23759;05-12-2017;05-12-2017;BL ;23759;        ;2353;;447; ; ; ; ; ; ;2800
40-01-001         ;0;2353;BL/23759 POS DEBITO CAFETERIA                               ;05-DEC-17;49537;1]; ;;    ;   ;;   ; ;        ; ;066;  ;  ;;;;;;;;        ;;;; ; ; ; ; ; ;
40-01-001         ;0;1849;BL/23760 POS CASH CAFETERIA                                 ;05-DEC-17;49538;1]; ;;    ;   ;;   ; ;        ; ;066;  ;  ;;;;;;;;        ;;;; ; ; ; ; ; ;
11-01-009         ;2200;0;BL/23760 POS CASH CAFETERIA                                 ;05-DEC-17;49538;HN; ;;    ;   ;BOLCAFETER;   ; ;        ; ;;  ;  ;BOLCAFETER;BL ;23760;05-12-2017;05-12-2017;BL ;23760;        ;1849;;351; ; ; ; ; ; ;2200
